clubLabel,countryLabel,leagueLabel,logoImage,venueLabel,coordinates,website
Deportivo Cali,Colombia,Categoría Primera A,http://commons.wikimedia.org/wiki/Special:FilePath/Deportivo%20Cali%20Blazono.svg,Estadio Deportivo Cali,Point(-76.417036 3.521642),https://deportivocali.com.co/
SV Dessau 05,Germany,Verbandsliga Sachsen-Anhalt,http://commons.wikimedia.org/wiki/Special:FilePath/SV%20Dessau%2005.svg,Paul Greifzu Stadium,Point(12.25157 51.824),http://www.svdessau05.de/
SpVgg Bayern Hof,Germany,Bayernliga Nord,http://commons.wikimedia.org/wiki/Special:FilePath/SpVgg%20Hof.jpg,Stadion Grüne Au,Point(11.9313 50.3148),http://www.bayern-hof.de
SC Verl,Germany,Regionalliga West,http://commons.wikimedia.org/wiki/Special:FilePath/SC%20Verl%20Logo.svg,Q1408225,Point(8.51444 51.8833),https://www.sportclub-verl.de/
SC Pfullendorf,Germany,Fußball-Regionalliga Südwest,http://commons.wikimedia.org/wiki/Special:FilePath/SC%20Pfullendorf.svg,Geberit-Arena,Point(9.26191389 47.91834167),http://www.sc-pfullendorf.de/
Sportfreunde Lotte,Germany,Regionalliga West,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20SF%20Lotte.svg,Stadion am Lotter Kreuz,Point(7.920444 52.270936),http://www.sf-lotte.de
VfB Speldorf,Germany,Oberliga Niederrhein,http://commons.wikimedia.org/wiki/Special:FilePath/VfB%20Speldorf.svg,Q1660949,Point(6.831662 51.447672),http://www.vfb-speldorf.de/
VfR Mannheim,Germany,Oberliga Baden-Württemberg,http://commons.wikimedia.org/wiki/Special:FilePath/VfR%20Mannheim%20Logo%202020.jpg,Rhein-Neckar-Stadion,Point(8.49944 49.4792),http://www.vfr-mannheim.de/
Yverdon-Sport FC,Switzerland,1. Liga Promotion,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Yverdon%20Sport%20FC.png,Stade Municipal,Point(6.647056 46.783297),https://www.yverdonsport.ch/
Club Universidad de Chile,Chile,Chilean Primera División,http://commons.wikimedia.org/wiki/Special:FilePath/Emblema%20del%20Club%20Universidad%20de%20Chile.png,Estadio Nacional Julio Martínez Prádanos,Point(-70.610586 -33.464522),https://udechile.cl/
IK Start,Norway,1. divisjon football (men),http://commons.wikimedia.org/wiki/Special:FilePath/Start%20Kristiansand%20Logo.svg,Sør Arena,Point(8.028611 58.153611),https://www.ikstart.no/
Gamba Osaka,Japan,J1 League,http://commons.wikimedia.org/wiki/Special:FilePath/Gamba%20Osaka%20logo.svg,Suita Stadium,Point(135.538278 34.802526),http://www.gamba-osaka.net
FK Teplice,Czech Republic,Czech First League,http://commons.wikimedia.org/wiki/Special:FilePath/FK%20Teplice%20logo.svg,Na Stínadlech,Point(13.817936 50.640075),https://www.fkteplice.cz/
Associação Desportiva Confiança,Brazil,Campeonato Brasileiro Série D,http://commons.wikimedia.org/wiki/Special:FilePath/AD%20Confian%C3%A7a.svg,Batistão,Point(-37.049167 -10.926667),http://adconfianca.net/
S.C. Farense,Portugal,LigaPro,http://commons.wikimedia.org/wiki/Special:FilePath/Farense.svg,Estádio Algarve,Point(-7.974722 37.088333),https://scfarense.pt/
Club Atlético Nueva Chicago,Argentina,Primera Nacional,http://commons.wikimedia.org/wiki/Special:FilePath/CANCH%20Oficial.png,Estadio Nueva Chicago,Point(-58.4996 -34.66791944),https://canuevachicago.com.ar/
Kazincbarcikai SC,Hungary,Nemzeti Bajnokság II,http://commons.wikimedia.org/wiki/Special:FilePath/Kazincbarcikai%20MTK%20c%C3%ADmere.jpg,Pete András Stadion,Point(20.610278 48.243889),http://www.kbsc.hu/
Santos Laguna,Mexico,Liga MX,http://commons.wikimedia.org/wiki/Special:FilePath/SantosLagunaLogo2008.png,Corona Stadium,Point(-103.379417 25.629145),https://www.clubsantos.mx/
Santos Laguna,Mexico,Liga MX,http://commons.wikimedia.org/wiki/Special:FilePath/SantosLagunaLogo2008.png,Territorio Santos Modelo,Point(-103.38 25.6304),https://www.clubsantos.mx/
FC Universitatea Cluj,Romania,Romanian SuperLiga,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universitatea%20Cluj.svg,Cluj Arena,Point(23.572222 46.768333),https://www.fcucluj.ro/
Calcio Lecco 1912,Italy,Serie D,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20AC%20Citt%C3%A0%20di%20Lecco%202002.svg,Stadio Rigamonti-Ceppi,Point(9.398919 45.857831),http://www.calciolecco1912.com/
Argentino de Rosario,Argentina,Primera D,http://commons.wikimedia.org/wiki/Special:FilePath/Argentinos%20de%20rosario.png,Estadio José María Olaeta,Point(-60.68376667 -32.90753056),http://www.clubargentino.com.ar/
US Saint-Malo,France,Championnat National 2,http://commons.wikimedia.org/wiki/Special:FilePath/LogoUSSaintMalo2018.svg,Parc des sports de Marville,Point(2.38238 48.9373),http://www.ussm.fr/
Universidad Técnica de Cajamarca,Peru,Peruvian Primera División,http://commons.wikimedia.org/wiki/Special:FilePath/UTC%20Cajamarca.svg,Estadio Mansiche,Point(-79.030977 -8.106655),http://www.clubutc.pe
Club Bolívar,Bolivia,Primera División de Bolivia,http://commons.wikimedia.org/wiki/Special:FilePath/Emblem%20bolivar.png,Estadio Libertador Simón Bolívar,Point(-68.141111 -16.5125),http://www.clubbolivar.com/
FC Oleksandriya,Ukraine,Premier League,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Oleksandriya%20Logo.png,CSC Nika Stadium,Point(33.103611 48.674722),http://fco.com.ua/
FC Porto,Portugal,پڕێمەر لیگ,http://commons.wikimedia.org/wiki/Special:FilePath/Campo%20Constitui%C3%A7%C3%A3o%202%20%28Porto%29.jpg,Estádio do Dragão,Point(-8.583933 41.161758),https://www.fcporto.pt/
FK Austria Wien,Austria,Austrian Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/FK%20Austria%20Wien%20logo.svg,Generali Arena,Point(16.386694 48.162306),http://www.fk-austria.at/
SK Rapid Wien,Austria,Austrian Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/SK%20Rapid%20Wien%20Logo.svg,Allianz Stadion,Point(16.2653 48.1981),https://www.skrapid.at/
APOEL F.C.,Cyprus,Cypriot First Division,http://commons.wikimedia.org/wiki/Special:FilePath/%CE%91%CE%A0%CE%9F%CE%95%CE%9B%20logo.svg,GSP Stadium,Point(33.362864 35.114542),https://www.apoelfc.com.cy/
TSV 1860 München,Germany,3. Liga,http://commons.wikimedia.org/wiki/Special:FilePath/TSV%201860%20M%C3%BCnchen.svg,Grünwalder Stadion,Point(11.574444 48.110833),https://www.tsv1860.de/
Olympique de Marseille,France,Ligue 1,http://commons.wikimedia.org/wiki/Special:FilePath/Olympique%20Marseille%20logo.svg,Stade Vélodrome,Point(5.394907 43.269241),https://www.om.fr
Grêmio Barueri Futebol,Brazil,Campeonato Brasileiro Série C,http://commons.wikimedia.org/wiki/Special:FilePath/Gremio%20Prudente%20Emblem.svg,Arena Barueri,Point(-46.899444 -23.513056),http://www.baruerioficial.com.br/
SC Wiener Neustadt,Austria,Austrian Regional League East,http://commons.wikimedia.org/wiki/Special:FilePath/1WrN-Logo.svg,Stadion Wiener Neustadt,Point(16.255278 47.822778),https://wnsc.at/
PFC CSKA Sofia,Bulgaria,First Professional Football League,http://commons.wikimedia.org/wiki/Special:FilePath/CSKA%20Sofia%20logo%20for%2070th%20anniversary.png,Balgarska Armia Stadium,Point(23.339769 42.684258),http://cska.bg
Dynamo Dresden,Germany,2. Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Dinamo%20Dresde%20desde%202011.svg,Rudolf-Harbig-Stadion,Point(13.747778 51.040278),https://www.dynamo-dresden.de/
F.C. Hansa Rostock,Germany,Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/F.C.%20Hansa%20Rostock%20Logo.svg,Ostseestadion,Point(12.095188888 54.08495),https://www.fc-hansa.de/
PFC Levski Sofia,Bulgaria,First Professional Football League,http://commons.wikimedia.org/wiki/Special:FilePath/Levski%20sofia%201990-1992.JPG,Georgi Asparuhov Stadium,Point(23.363197 42.705467),https://levski.bg/
Zalaegerszegi TE,Hungary,Nemzeti Bajnokság I,http://commons.wikimedia.org/wiki/Special:FilePath/Zalaegerszegi%20TE%20%28Logo%29.svg,ZTE Arena,Point(16.848611 46.848611),https://www.ztefc.hu/
Fortuna Düsseldorf,Germany,2. Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/Fortuna%20D%C3%BCsseldorf.svg,Merkur Spielarena,Point(6.733083 51.261539),https://f95.de
Alemannia Aachen,Germany,Regionalliga West,http://commons.wikimedia.org/wiki/Special:FilePath/Alemannia%20Aachen%202010.svg,New Tivoli,Point(6.097222222 50.793333333),https://www.alemannia-aachen.de/
Eintracht Braunschweig,Germany,3. Liga,http://commons.wikimedia.org/wiki/Special:FilePath/600px%20Giallo%20e%20Blu%20con%20stemma%20Eintracht%20Braunschweig.png,Eintracht-Stadion,Point(10.521389 52.29),http://www.eintracht.com/
MSV Duisburg,Germany,2. Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/MSV%20Duisburg%20Anniversary%2022-23%20Logo.svg,Schauinsland-Reisen-Arena,Point(6.778639 51.409028),https://www.msv-duisburg.de/
FC Carl Zeiss Jena,Germany,Regionalliga Nordost,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20FC%20Carl%20Zeiss%20Jena.svg,Ernst-Abbe-Sportfeld,Point(11.582778 50.915833),https://www.fc-carlzeiss-jena.de/
Rot-Weiss Essen,Germany,Regionalliga West,http://commons.wikimedia.org/wiki/Special:FilePath/Rot-Weiss%20Essen.png,Stadion Essen,Point(6.976389 51.486667),http://www.rot-weiss-essen.de/
TuS Koblenz,Germany,Fußball-Regionalliga Südwest,http://commons.wikimedia.org/wiki/Special:FilePath/TuS%20Koblenz.svg,Stadion Oberwerth,Point(7.58661 50.3305),http://www.tuskoblenz.de/
1. FC Magdeburg,Germany,2. Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/1.%20FC%20Magdeburg.svg,MDCC-Arena,Point(11.670833 52.125556),https://1.fc-magdeburg.de/
FSV Frankfurt,Germany,2. Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/FSV%20Frankfurt%201899.svg,Stadion am Bornheimer Hang,Point(8.723333 50.128056),http://www.fsv-frankfurt.de
KFC Uerdingen 05,Germany,3. Liga,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20KFC%20Uerdingen%2005.svg,Grotenburg-Stadion,Point(6.603611 51.339167),https://www.kfc-uerdingen.de/
KFC Uerdingen 05,Germany,Oberliga Niederrhein,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20KFC%20Uerdingen%2005.svg,Grotenburg-Stadion,Point(6.603611 51.339167),https://www.kfc-uerdingen.de/
BFC Dynamo,Germany,Regionalliga Nordost,http://commons.wikimedia.org/wiki/Special:FilePath/Berliner%20Fu%C3%9Fballclub%20Dynamo.svg,Sportforum Hohenschönhausen,Point(13.4764 52.54),http://bfc.com/
BFC Dynamo,Germany,Regionalliga Nordost,http://commons.wikimedia.org/wiki/Special:FilePath/Berliner%20Fu%C3%9Fballclub%20Dynamo.svg,Friedrich-Ludwig-Jahn-Sportpark,Point(13.405278 52.543056),http://bfc.com/
VfL Osnabrück,Germany,3. Liga,http://commons.wikimedia.org/wiki/Special:FilePath/VfL%20Osnabrueck%20Logo%202021%E2%80%93.svg,Stadion an der Bremer Brücke,Point(8.071111 52.280833),http://www.vfl.de
SC Paderborn 07,Germany,2. Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/SC%20Paderborn%2007%20Logo%20new.svg,Benteler-Arena,Point(8.710833 51.731389),https://www.scp07.de/
Chemnitzer FC,Germany,Regionalliga Nordost,http://commons.wikimedia.org/wiki/Special:FilePath/Chemnitzer%20FC%20Logo.svg,Stadion an der Gellertstraße,Point(12.945669 50.842186),https://www.chemnitzerfc.de/
1. CfR Pforzheim,Germany,Oberliga Baden-Württemberg,http://commons.wikimedia.org/wiki/Special:FilePath/1.%20CfR%20Pforzheim.gif,Stadion im Brötzinger Tal,Point(8.66172222 48.88263889),http://www.1cfr.de
1. FC Bocholt,Germany,Landesliga Niederrhein,http://commons.wikimedia.org/wiki/Special:FilePath/1.%20FC%20Bocholt.svg,Q2326114,Point(6.60944 51.855),http://www.1fcbocholt.de/
1. FC Nürnberg Women,Germany,Fußball-Bayernliga,http://commons.wikimedia.org/wiki/Special:FilePath/1.%20FC%20N%C3%BCrnberg%20Frauen-%20und%20M%C3%A4dchenfu%C3%9Fball%20Logo.svg,Sportpark Valznerweiher,Point(11.131031607 49.436121539),http://www.fcn-frauenfussball.de/
1. FK Příbram,Czech Republic,Czech 2. Liga,http://commons.wikimedia.org/wiki/Special:FilePath/Stadion%20Na%20Litavce2.jpg,Na Litavce,Point(13.976389 49.676944),https://www.fkpribram.cz/
1. Simmeringer SC,Austria,Austrian Regional League,http://commons.wikimedia.org/wiki/Special:FilePath/1.%20Simmeringer%20SC%20Logo.svg,Simmeringer Had,Point(16.4269 48.1654),http://www.simmeringer-sc.at
Berliner Sport-Club,Germany,Berlin-Liga,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Berliner-Sport-Club.svg,Hubertussportplatz,Point(13.28702 52.48569),http://www.berlinersportclub.de
Como 1907,Italy,Serie B,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Como%201907%202019.png,Stadio Giuseppe Sinigaglia,Point(9.07222222 45.81388889),https://comofootball.com/
Como 1907,Italy,Serie B,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Como%201907%202019.png,Stadio Giuseppe Sinigaglia,Point(9.072363 45.813782),https://comofootball.com/
FK Shkëndija,North Macedonia,First Macedonian Football League,http://commons.wikimedia.org/wiki/Special:FilePath/KF%20Shk%C3%ABndija%20Logo.svg,Gradski stadion Tetovo,Point(20.978179 42.018692),https://www.kfshkendija.com/
Liverpool F.C.,United Kingdom,Premier League,http://commons.wikimedia.org/wiki/Special:FilePath/Liverpool%20FC%20crest%2C%20Main%20Stand.jpg,Anfield,Point(-2.960833333 53.430833333),https://www.liverpoolfc.com
Guarani Futebol Clube,Brazil,Campeonato Brasileiro Série B,http://commons.wikimedia.org/wiki/Special:FilePath/Guarani%20FC%20%28E%29%20-%20SP.svg,Estádio Brinco de Ouro,Point(-47.043611 -22.909722),http://guaranifc.com.br/
Tombense Futebol Clube,Brazil,Campeonato Mineiro,http://commons.wikimedia.org/wiki/Special:FilePath/Tombense%20FC.svg,Almeidão,Point(-42.030277777 -20.9075),http://www.tombense.com.br/
Wydad Athletic Club,Morocco,Botola,http://commons.wikimedia.org/wiki/Special:FilePath/Wydad%20Athletic%20Club%20logo.svg,Stade Mohamed V,Point(-7.646817 33.582867),http://www.wacofficiel.ma/
Knattspyrnufélagið Víkingur,Iceland,Besta deild karla,http://commons.wikimedia.org/wiki/Special:FilePath/Vikingur.svg,Víkingsvöllur,Point(-21.852778 64.117222),http://www.vikingur.is
Cruz Azul Hidalgo,Mexico,Ascenso MX,http://commons.wikimedia.org/wiki/Special:FilePath/Cruz%20azul%20hid.png,Estadio 10 de Diciembre,Point(-99.32531118 19.99395814),http://www.vamoscruzazul.com/tag/cruz-azul-hidalgo/
Stade Lavallois,France,Championnat National,http://commons.wikimedia.org/wiki/Special:FilePath/LogoStadeLavalloisMayenneFC%202015.png,Stade Francis Le Basser,Point(-0.75351 48.08387),https://www.stade-lavallois.com/
Club de Fútbol Monterrey,Mexico,Liga MX,http://commons.wikimedia.org/wiki/Special:FilePath/Club%20de%20F%C3%BAtbol%20Monterrey%202019%20Logo.svg,BBVA Stadium,Point(-100.2437 25.670172),https://www.rayados.com/
Basáñez,Uruguay,Primera División Amateur de Uruguay,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20Club%20Atl%C3%A9tico%20Bas%C3%A1%C3%B1ez.png,"Estadio ""La Bombonera""",Point(-56.121992 -34.878781),http://www.sangreyluto.com/
FC Oberneuland,Germany,Regionalliga,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Oberneuland.svg,Q2312754,Point(8.93039 53.0799),https://www.fcoberneuland.de
R. White Star Bruxelles,Belgium,Belgian First Division B,http://commons.wikimedia.org/wiki/Special:FilePath/Royal%20White%20Star%20Bruxelles%20logo.jpg,Edmond Machtens Stadium,Point(4.310556 50.855),http://www.rwsbruxelles.be
Bangu Atlético Clube,Brazil,Campeonato Brasileiro Série D,http://commons.wikimedia.org/wiki/Special:FilePath/Bangu%20Atletico%20Clube.svg,Estádio Moça Bonita,Point(-43.456575 -22.872497),https://www.bangu-ac.com.br/
Boldklubben af 1893,Denmark,Danish 1st Division,http://commons.wikimedia.org/wiki/Special:FilePath/Ny%20Stor%20Version%20B%2093%20Logo%2020080701%20Transparent%20Baggrund.png,Østerbro Stadium,Point(12.5747 55.704),http://www.b93.dk/
FC Baltika Kaliningrad,Russia,Russian First League,http://commons.wikimedia.org/wiki/Special:FilePath/BaltykaFCLogo2018.png,Baltika Stadium,Point(20.489826 54.717407),http://fc-baltika.ru/
BSV Schwarz-Weiß Rehden,Germany,Regionalliga Nord,http://commons.wikimedia.org/wiki/Special:FilePath/Schwarz-Wei%C3%9F%20Rehden.svg,Q2312784,Point(8.48314 52.6163),http://www.bsv-rehden.de/
Millonarios,Colombia,Categoría Primera A,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20Millonario%20FC%202018%20competici%C3%B3n.png,Estadio El Campín,Point(-74.0775 4.645888888),https://millonarios.com.co/
C.A. Progreso,Uruguay,2022 Uruguayan Segunda División season,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20Club%20Atl%C3%A9tico%20Progreso.png,Parque Abraham Paladino,Point(-56.234444 -34.873333),http://www.clubatleticoprogreso.com/
FC Kairat,Kazakhstan,Kazakhstan Premier League,http://commons.wikimedia.org/wiki/Special:FilePath/FCKairat%20logo.png,Almaty Central Stadium,Point(76.92435 43.238331),http://www.fckairat.kz
FK Jablonec,Czech Republic,Czech First League,http://commons.wikimedia.org/wiki/Special:FilePath/FK%20Jablonec%20logo.png,Chance Arena,Point(15.162225 50.714964),https://www.fkjablonec.cz/
Club Deportivo Universidad Católica,Chile,Chilean Primera División,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo-universidad-catolica-chile.png,Estadio San Carlos de Apoquindo,Point(-77.604444 -11.101111),http://www.cruzados.cl/
Altay S.K.,Turkey,TFF First League,http://commons.wikimedia.org/wiki/Special:FilePath/AltaySKlogo.png,Bornova Stadium,Point(27.2622 38.447),http://altay.org.tr
Columbus Crew,United States of America,Major League Soccer,http://commons.wikimedia.org/wiki/Special:FilePath/Columbus%20Crew%20logo%202021.svg,Lower.com Field,Point(-83.01709 39.96846),https://www.columbuscrew.com/
Columbus Crew,United States of America,Major League Soccer,http://commons.wikimedia.org/wiki/Special:FilePath/Columbus%20Crew%20logo%202021%20reversed.svg,Lower.com Field,Point(-83.01709 39.96846),https://www.columbuscrew.com/
SV Ried,Austria,Austrian Bundesliga,http://commons.wikimedia.org/wiki/Special:FilePath/SV%20Ried.svg,Keine Sorgen Arena,Point(13.478333 48.207778),http://www.svried.at/
En Avant de Guingamp,France,Ligue 2,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20EA%20Guingamp%202019.svg,Stade de Roudourou,Point(-3.16552 48.56516),http://www.eaguingamp.com
America Football Club,Brazil,Campeonato Carioca,http://commons.wikimedia.org/wiki/Special:FilePath/America%20FC.svg,Estádio Giulite Coutinho,Point(-43.419722 -22.795278),http://www.americario.com.br/
FC Thun,Switzerland,Swiss Challenge League,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Thun%20Logo%202011.svg,Stockhorn Arena,Point(7.606075 46.744817),https://www.fcthun.ch/
SV Wiesbaden,Germany,Q1477071,http://commons.wikimedia.org/wiki/Special:FilePath/SV%20Wiesbaden%20Logo.svg,Helmut-Schön-Sportpark,Point(8.25719 50.0697),http://www.svwiesbaden1899.de/
OSV Hannover,Germany,Landesliga Hannover,http://commons.wikimedia.org/wiki/Special:FilePath/OSV%20Hannover.png,Oststadtstadion,Point(9.79369 52.4192),http://www.osvhannover.de
Racing Club de France,France,Championnat National 3,http://commons.wikimedia.org/wiki/Special:FilePath/Racing%20Club%20de%20France-logo.svg,Yves du Manoir Stadium,Point(2.24961 48.93145),http://www.racingclubdefrance.net/
Ionikos Nikaia,Greece,Super League Greece 2,http://commons.wikimedia.org/wiki/Special:FilePath/Ionikos%20Nikaia%20%28logo%29.svg,Neapoli Municipal Stadium,Point(23.635 37.97712222),https://www.ionikosfc.gr/
Club Atlético Atlanta,Argentina,2018–19 Primera B Nacional,http://commons.wikimedia.org/wiki/Special:FilePath/C.a.%20atlanta.png,Estadio Don León Kolbowski,Point(-58.449261 -34.594972),http://www.caatlanta.com.ar/
Boston River,Uruguay,Uruguayan Primera División,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20Boston%20River.png,Estadio Complejo Rentistas,Point(-56.165854 -34.776394),https://www.bostonriver.club/
Club Atlético Talleres,Argentina,Argentine Primera División,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20Talleres%202015.svg,Mario Alberto Kempes Stadium,Point(-64.246244 -31.368956),https://www.clubtalleres.com.ar/
Club Deportivo Huachipato,Chile,Chilean Primera División,http://commons.wikimedia.org/wiki/Special:FilePath/LogoHFC.png,Estadio Huachipato-CAP Acero,Point(-73.107222 -36.755556),http://www.huachipatofc.cl/
C.D. Maxaquene,Mozambique,Moçambola,http://commons.wikimedia.org/wiki/Special:FilePath/Maxaquene.png,Maxaquene Stadium,Point(32.577955 -25.97452),http://maxaquene.co.mz
CD Tondela,Portugal,LigaPro,http://commons.wikimedia.org/wiki/Special:FilePath/CD%20Tondela%20%28logo%29.svg,Estádio João Cardoso,Point(-8.08282 40.512),https://cdtondela.pt/
Atlas F.C.,Mexico,Liga MX,http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%BAtbol%20Club%20Atlas.svg,Jalisco Stadium,Point(-103.328139 20.705),https://www.atlasfc.com.mx/
Defensa y Justicia,Argentina,Argentine Primera División,http://commons.wikimedia.org/wiki/Special:FilePath/Escudo%20del%20Club%20Social%20y%20Deportivo%20Defensa%20y%20Justicia.svg,"Estadio Norberto ""Tito"" Tomaghello",Point(-58.286511 -34.821753),http://www.defensayjusticia.org.ar/
S.S. Chieti Calcio,Italy,Lega Pro Seconda Divisione,http://commons.wikimedia.org/wiki/Special:FilePath/Chietifc1922.png,Stadio Guido Angelini,Point(14.136389 42.343611),http://www.chietifc.it
Étoile Carouge FC,Switzerland,1. Liga Promotion,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89toile%20Carouge%20FC.svg,Stade de la Fontenette,Point(6.149833 46.185861),http://www.etoilecarouge.com/
CF Montréal,Canada,Major League Soccer,http://commons.wikimedia.org/wiki/Special:FilePath/CF%20Montreal%20wordmark%20black.svg,Saputo Stadium,Point(-73.5525 45.563055555),https://www.cfmontreal.com/
CF Montréal,Canada,Major League Soccer,http://commons.wikimedia.org/wiki/Special:FilePath/CF%20Montreal%20wordmark%20white.svg,Saputo Stadium,Point(-73.5525 45.563055555),https://www.cfmontreal.com/
Zawisza Bydgoszcz,Poland,B-Class,http://commons.wikimedia.org/wiki/Special:FilePath/Zawisza%20Logo.svg,Zdzisław Krzyszkowiak Stadium,Point(18.020556 53.145556),http://www.wkszawisza.pl
Stuttgarter Kickers,Germany,3. Liga,http://commons.wikimedia.org/wiki/Special:FilePath/Stuttgarter%20Kickers%20Logo.svg,Gazi-Stadion auf der Waldau,Point(9.188417 48.753944),http://www.stuttgarter-kickers.de
SV Waldhof Mannheim,Germany,3. Liga,http://commons.wikimedia.org/wiki/Special:FilePath/Svwaldhof.svg,Carl-Benz-Stadion,Point(8.5025 49.479444),https://www.svw07.de/
FC Schaffhausen,Switzerland,Swiss 1. Liga,http://commons.wikimedia.org/wiki/Special:FilePath/Fc%20Schaffhausen.svg,Stadion Breite,Point(8.62583 47.7042),https://www.fcschaffhausen.ch/
FC Girondins de Bordeaux,France,Ligue 2,http://commons.wikimedia.org/wiki/Special:FilePath/Current%20logo%20of%20Girondins%20de%20Bordeaux.png,Stade Bordeaux-Atlantique,Point(-0.56128 44.89735),http://www.girondins.com/
Beşiktaş J.K.,Turkey,Turkish Süper Lig,http://commons.wikimedia.org/wiki/Special:FilePath/BesiktasJK-Logo.svg,Beşiktaş Stadium,Point(28.994166666 41.039166666),http://bjk.com.tr/
GNK Dinamo Zagreb,Croatia,Prva HNL,http://commons.wikimedia.org/wiki/Special:FilePath/Dinamo%20Zagreb%20logo.png,Stadion Maksimir,Point(16.018077777 45.818858333),http://www.gnkdinamo.hr
FK Crvena zvezda,Serbia,Serbian SuperLiga,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20FC%20Red%20Star%20Belgrade%20%28simple%29.svg,Rajko Mitić Stadium,Point(20.464722222 44.783333333),http://www.crvenazvezdafk.com/
TSG Neustrelitz,Germany,Regionalliga Nordost,http://commons.wikimedia.org/wiki/Special:FilePath/TSG%20Neustr%20Logo.gif,Parkstadion,Point(7.066667 51.559167),http://www.tsg-neustrelitz.de
Bahlinger SC,Germany,Fußball-Regionalliga Südwest,http://commons.wikimedia.org/wiki/Special:FilePath/Bahlinger%20SC%20logo.svg,Kaiserstuhlstadion,Point(7.74351 48.1191),http://www.bahlingersc.de
Deportivo Táchira Futbol Club,Venezuela,Venezuelan Primera División,http://commons.wikimedia.org/wiki/Special:FilePath/Dep.Tachira%20Escudo.png,Estadio Polideportivo de Pueblo Nuevo,Point(-72.197944444 7.787166666),http://www.deportivotachira.com/
FC Dynamo Kyiv,Ukraine,Premier League,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Dynamo%20Kyiv%20logo.svg,Olimpiyskiy National Sports Complex,Point(30.521666666 50.433333333),https://fcdynamo.com/
AS Monaco FC,Monaco,Ligue 1,http://commons.wikimedia.org/wiki/Special:FilePath/LogoASMonacoFC2021.png,Stade Louis II,Point(7.415556 43.727778),http://www.asmonaco.com/
HNK Hajduk Split,Croatia,Prva HNL,http://commons.wikimedia.org/wiki/Special:FilePath/Hajduk%20Grb.jpg,Stadion Poljud,Point(16.431667 43.519444),https://hajduk.hr/
OGC Nice,France,Ligue 1,http://commons.wikimedia.org/wiki/Special:FilePath/OGC%20Nice%20%28simplified%20logo%29.svg,Allianz Riviera,Point(7.19262 43.70513),https://www.ogcnice.com
Cruzeiro E.C.,Brazil,Campeonato Brasileiro Série A,http://commons.wikimedia.org/wiki/Special:FilePath/Cruzeiro%20Esporte%20Clube%20%28logo%29.svg,Mineirão,Point(-43.970833 -19.865833),http://www.cruzeiro.com.br/
Fortaleza E.C.,Brazil,Campeonato Brasileiro Série A,http://commons.wikimedia.org/wiki/Special:FilePath/FortalezaEsporteClube.svg,Castelão,Point(-38.522481 -3.807267),http://www.fortalezaec.net
FC Basel,Switzerland,Swiss Super League,http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Basel.png,St. Jakob-Park,Point(7.62 47.541389),https://www.fcb.ch/
BSC Young Boys,Switzerland,Swiss Super League,http://commons.wikimedia.org/wiki/Special:FilePath/BSC%20Young%20Boys.svg,Stadion Wankdorf,Point(7.465 46.962778),https://www.bscyb.ch/
BSC Young Boys,Switzerland,Swiss Super League,http://commons.wikimedia.org/wiki/Special:FilePath/BSC%20Young%20Boys%20Logo%202002-2005.svg,Stadion Wankdorf,Point(7.465 46.962778),https://www.bscyb.ch/
BSC Young Boys,Switzerland,Swiss Super League,http://commons.wikimedia.org/wiki/Special:FilePath/Young%20Boys.svg,Stadion Wankdorf,Point(7.465 46.962778),https://www.bscyb.ch/
